Date,Open,High,Low,Close,Adj Close,Volume
2018-05-08,1250.0,1460.0,1200.0,1460.0,1460.0,74480800
2018-05-09,1500.0,1540.0,1460.0,1470.0,1470.0,22920200
2018-05-11,1470.0,1515.0,1470.0,1510.0,1510.0,43286000
2018-05-14,1510.0,1515.0,1495.0,1505.0,1505.0,16091400
2018-05-15,1505.0,1505.0,1505.0,1505.0,1505.0,0
2018-05-16,1505.0,1505.0,1505.0,1505.0,1505.0,0
2018-05-17,1515.0,1585.0,1515.0,1580.0,1580.0,69931400
2018-05-18,1580.0,1590.0,1580.0,1580.0,1580.0,15817100
2018-05-21,1580.0,1585.0,1570.0,1580.0,1580.0,12665700
2018-05-22,1580.0,1600.0,1580.0,1590.0,1590.0,16716800
2018-05-23,1590.0,1600.0,1590.0,1595.0,1595.0,23964500
2018-05-24,1595.0,1595.0,1585.0,1590.0,1590.0,17099900
2018-05-25,1590.0,1590.0,1580.0,1585.0,1585.0,9364400
2018-05-28,1585.0,1600.0,1585.0,1595.0,1595.0,22885700
2018-05-29,1595.0,1595.0,1595.0,1595.0,1595.0,0
2018-05-30,1590.0,1590.0,1570.0,1570.0,1570.0,19846500
2018-05-31,1570.0,1570.0,1550.0,1550.0,1550.0,13292200
2018-06-01,1550.0,1550.0,1550.0,1550.0,1550.0,0
2018-06-04,1550.0,1560.0,1550.0,1560.0,1560.0,9721900
2018-06-05,1560.0,1560.0,1540.0,1545.0,1545.0,12678900
2018-06-06,1545.0,1545.0,1525.0,1525.0,1525.0,12060200
2018-06-07,1530.0,1530.0,1500.0,1505.0,1505.0,16103800
2018-06-08,1505.0,1510.0,1500.0,1505.0,1505.0,9214200
2018-06-11,1505.0,1505.0,1505.0,1505.0,1505.0,0
2018-06-12,1505.0,1505.0,1505.0,1505.0,1505.0,0
2018-06-13,1505.0,1505.0,1505.0,1505.0,1505.0,0
2018-06-14,1505.0,1505.0,1505.0,1505.0,1505.0,0
2018-06-15,1505.0,1505.0,1505.0,1505.0,1505.0,0
2018-06-18,1505.0,1505.0,1505.0,1505.0,1505.0,0
2018-06-19,1505.0,1505.0,1505.0,1505.0,1505.0,0
2018-06-20,1520.0,1570.0,1520.0,1550.0,1550.0,34766300
2018-06-21,1555.0,1575.0,1555.0,1560.0,1560.0,68818300
2018-06-22,1565.0,1575.0,1560.0,1570.0,1570.0,74405400
2018-06-25,1570.0,1585.0,1570.0,1570.0,1570.0,75461700
2018-06-26,1570.0,1575.0,1560.0,1570.0,1570.0,15658300
2018-06-27,1570.0,1575.0,1570.0,1575.0,1575.0,12599600
2018-06-28,1575.0,1585.0,1570.0,1585.0,1585.0,38934100
2018-06-29,1585.0,1595.0,1585.0,1585.0,1585.0,17237900
2018-07-02,1585.0,1590.0,1580.0,1585.0,1585.0,7156900
2018-07-03,1585.0,1585.0,1580.0,1585.0,1585.0,8054200
2018-07-04,1585.0,1590.0,1580.0,1585.0,1585.0,22347300
2018-07-05,1585.0,1590.0,1580.0,1580.0,1580.0,33188300
2018-07-06,1585.0,1590.0,1580.0,1580.0,1580.0,38814900
2018-07-09,1585.0,1590.0,1580.0,1585.0,1585.0,39453600
2018-07-10,1585.0,1590.0,1580.0,1590.0,1590.0,57329000
2018-07-11,1585.0,1585.0,1580.0,1580.0,1580.0,19606200
2018-07-12,1585.0,1595.0,1580.0,1590.0,1590.0,41780300
2018-07-13,1590.0,1595.0,1580.0,1580.0,1580.0,58047500
2018-07-16,1585.0,1590.0,1580.0,1580.0,1580.0,22499800
2018-07-17,1585.0,1620.0,1580.0,1620.0,1620.0,97362300
2018-07-18,1620.0,1635.0,1615.0,1625.0,1625.0,56958200
2018-07-19,1625.0,1630.0,1610.0,1620.0,1620.0,33452400
2018-07-20,1620.0,1625.0,1610.0,1620.0,1620.0,33468200
2018-07-23,1620.0,1625.0,1615.0,1620.0,1620.0,28082000
2018-07-24,1620.0,1625.0,1615.0,1620.0,1620.0,20944300
2018-07-25,1620.0,1625.0,1605.0,1610.0,1610.0,36699900
2018-07-26,1610.0,1625.0,1610.0,1615.0,1615.0,30508200
2018-07-27,1615.0,1625.0,1610.0,1620.0,1620.0,41807300
2018-07-30,1620.0,1625.0,1610.0,1615.0,1615.0,29190500
2018-07-31,1615.0,1620.0,1610.0,1615.0,1615.0,21428800
2018-08-01,1615.0,1625.0,1610.0,1615.0,1615.0,21089900
2018-08-02,1615.0,1630.0,1610.0,1620.0,1620.0,15328000
2018-08-03,1620.0,1625.0,1615.0,1620.0,1620.0,9911600
2018-08-06,1620.0,1630.0,1615.0,1625.0,1625.0,20676500
2018-08-07,1625.0,1630.0,1620.0,1625.0,1625.0,23874400
2018-08-08,1625.0,1630.0,1620.0,1625.0,1625.0,26769200
2018-08-09,1625.0,1635.0,1620.0,1625.0,1625.0,36217700
2018-08-10,1625.0,1630.0,1620.0,1625.0,1625.0,18298400
2018-08-13,1625.0,1625.0,1590.0,1610.0,1610.0,35347600
2018-08-14,1610.0,1615.0,1600.0,1605.0,1605.0,8710600
2018-08-15,1605.0,1605.0,1585.0,1585.0,1585.0,8151100
2018-08-16,1585.0,1585.0,1575.0,1580.0,1580.0,2990500
2018-08-17,1580.0,1580.0,1580.0,1580.0,1580.0,0
2018-08-20,1580.0,1605.0,1575.0,1600.0,1600.0,21391900
2018-08-21,1600.0,1610.0,1595.0,1605.0,1605.0,17543800
2018-08-22,1605.0,1605.0,1605.0,1605.0,1605.0,0
2018-08-23,1605.0,1625.0,1600.0,1625.0,1625.0,31541700
2018-08-24,1625.0,1635.0,1620.0,1635.0,1635.0,27947800
2018-08-27,1630.0,1635.0,1625.0,1635.0,1635.0,16931200
2018-08-28,1640.0,1640.0,1620.0,1625.0,1625.0,12604300
2018-08-29,1625.0,1635.0,1620.0,1625.0,1625.0,21452100
2018-08-30,1625.0,1635.0,1620.0,1630.0,1630.0,17533500
2018-08-31,1630.0,1635.0,1625.0,1630.0,1630.0,11519000
2018-09-03,1630.0,1635.0,1625.0,1630.0,1630.0,15282600
2018-09-04,1630.0,1630.0,1625.0,1625.0,1625.0,17548100
2018-09-05,1625.0,1630.0,1570.0,1620.0,1620.0,36096800
2018-09-06,1620.0,1635.0,1615.0,1630.0,1630.0,16404000
2018-09-07,1630.0,1635.0,1625.0,1635.0,1635.0,11642200
2018-09-10,1640.0,1640.0,1625.0,1640.0,1640.0,13182800
2018-09-11,1640.0,1640.0,1640.0,1640.0,1640.0,0
2018-09-12,1640.0,1645.0,1635.0,1640.0,1640.0,13165500
2018-09-13,1640.0,1645.0,1630.0,1635.0,1635.0,53418500
2018-09-14,1635.0,1660.0,1635.0,1650.0,1650.0,74046100
2018-09-17,1650.0,1655.0,1640.0,1645.0,1645.0,32724500
2018-09-18,1645.0,1650.0,1640.0,1650.0,1650.0,29343200
2018-09-19,1650.0,1655.0,1645.0,1655.0,1655.0,26028600
2018-09-20,1650.0,1660.0,1650.0,1655.0,1655.0,29814200
2018-09-21,1655.0,1660.0,1650.0,1650.0,1650.0,25253100
2018-09-24,1655.0,1655.0,1645.0,1650.0,1650.0,16856700
2018-09-25,1655.0,1655.0,1645.0,1650.0,1650.0,19199500
2018-09-26,1650.0,1655.0,1645.0,1650.0,1650.0,11633200
2018-09-27,1650.0,1660.0,1645.0,1660.0,1660.0,26588300
2018-09-28,1655.0,1665.0,1655.0,1665.0,1665.0,23965300
2018-10-01,1665.0,1690.0,1660.0,1685.0,1685.0,31230700
2018-10-02,1685.0,1690.0,1675.0,1680.0,1680.0,19085100
2018-10-03,1680.0,1680.0,1670.0,1675.0,1675.0,13359300
2018-10-04,1675.0,1675.0,1655.0,1660.0,1660.0,7172400
2018-10-05,1660.0,1660.0,1645.0,1655.0,1655.0,13673700
2018-10-08,1655.0,1660.0,1640.0,1645.0,1645.0,8309200
2018-10-09,1640.0,1645.0,1620.0,1635.0,1635.0,16895400
2018-10-10,1635.0,1655.0,1630.0,1650.0,1650.0,32971800
2018-10-11,1650.0,1650.0,1615.0,1615.0,1615.0,19130600
2018-10-12,1615.0,1620.0,1595.0,1595.0,1595.0,7737300
2018-10-15,1595.0,1630.0,1595.0,1625.0,1625.0,25110300
2018-10-16,1625.0,1640.0,1620.0,1640.0,1640.0,15556100
2018-10-17,1640.0,1670.0,1640.0,1665.0,1665.0,21036700
2018-10-18,1665.0,1670.0,1655.0,1670.0,1670.0,9950100
2018-10-19,1665.0,1685.0,1660.0,1680.0,1680.0,20399800
2018-10-22,1680.0,1685.0,1675.0,1680.0,1680.0,11116400
2018-10-23,1680.0,1690.0,1680.0,1685.0,1685.0,23756900
2018-10-24,1685.0,1695.0,1685.0,1695.0,1695.0,19924800
2018-10-25,1685.0,1700.0,1680.0,1700.0,1700.0,24447300
2018-10-26,1700.0,1705.0,1695.0,1700.0,1700.0,16568000
2018-10-29,1700.0,1705.0,1695.0,1700.0,1700.0,18258700
2018-10-30,1700.0,1715.0,1695.0,1710.0,1710.0,31689900
2018-10-31,1710.0,1710.0,1695.0,1705.0,1705.0,19285500
2018-11-01,1705.0,1710.0,1700.0,1710.0,1710.0,24115500
2018-11-02,1705.0,1745.0,1705.0,1745.0,1745.0,31598100
2018-11-05,1745.0,1750.0,1720.0,1725.0,1725.0,15636800
2018-11-06,1725.0,1730.0,1700.0,1705.0,1705.0,15769000
2018-11-07,1705.0,1715.0,1675.0,1680.0,1680.0,15296000
2018-11-08,1680.0,1690.0,1680.0,1690.0,1690.0,22822100
2018-11-09,1690.0,1695.0,1655.0,1660.0,1660.0,40764200
2018-11-12,1660.0,1660.0,1635.0,1645.0,1645.0,43964300
2018-11-13,1645.0,1655.0,1640.0,1650.0,1650.0,42601800
2018-11-14,1650.0,1700.0,1645.0,1700.0,1700.0,65512500
2018-11-15,1700.0,1735.0,1695.0,1725.0,1725.0,23240900
2018-11-16,1725.0,1740.0,1720.0,1730.0,1730.0,16167900
2018-11-19,1730.0,1740.0,1700.0,1710.0,1710.0,18435400
2018-11-20,1710.0,1710.0,1710.0,1710.0,1710.0,0
2018-11-21,1705.0,1710.0,1675.0,1685.0,1685.0,16235700
2018-11-22,1685.0,1695.0,1685.0,1695.0,1695.0,19660700
2018-11-23,1695.0,1700.0,1680.0,1690.0,1690.0,12064600
2018-11-26,1690.0,1735.0,1650.0,1735.0,1735.0,63315200
2018-11-27,1735.0,1735.0,1705.0,1710.0,1710.0,15086300
2018-11-28,1710.0,1715.0,1700.0,1715.0,1715.0,22156400
2018-11-29,1710.0,1730.0,1710.0,1725.0,1725.0,37700400
2018-11-30,1725.0,1730.0,1715.0,1715.0,1715.0,14125900
2018-12-03,1715.0,1740.0,1715.0,1735.0,1735.0,20903900
2018-12-04,1735.0,1735.0,1710.0,1715.0,1715.0,11183000
2018-12-05,1715.0,1720.0,1695.0,1715.0,1715.0,17749300
2018-12-06,1715.0,1715.0,1695.0,1705.0,1705.0,13539900
2018-12-07,1705.0,1710.0,1695.0,1710.0,1710.0,22547200
2018-12-10,1710.0,1710.0,1695.0,1700.0,1700.0,12030300
2018-12-11,1700.0,1725.0,1690.0,1715.0,1715.0,27322100
2018-12-12,1715.0,1820.0,1710.0,1805.0,1805.0,59981000
2018-12-13,1805.0,1895.0,1800.0,1880.0,1880.0,60348100
2018-12-14,1880.0,1885.0,1860.0,1865.0,1865.0,15490500
2018-12-17,1865.0,1870.0,1825.0,1830.0,1830.0,27541000
