Date,Open,High,Low,Close,Adj Close,Volume
2018-12-13,555.0,555.0,555.0,555.0,555.0,31400
2018-12-14,690.0,690.0,680.0,690.0,690.0,31184500
2018-12-17,700.0,700.0,540.0,555.0,555.0,17873500
2018-12-18,550.0,565.0,500.0,525.0,525.0,2725200
2018-12-19,520.0,525.0,505.0,515.0,515.0,879100
2018-12-20,515.0,535.0,505.0,510.0,510.0,1110300
2018-12-21,510.0,525.0,498.0,515.0,515.0,1472400
2018-12-24,515.0,515.0,515.0,515.0,515.0,0
2018-12-25,515.0,515.0,515.0,515.0,515.0,0
2018-12-26,515.0,515.0,488.0,490.0,490.0,712200
2018-12-27,490.0,505.0,488.0,498.0,498.0,1757700
2018-12-28,500.0,515.0,500.0,510.0,510.0,1082100
2018-12-31,510.0,510.0,510.0,510.0,510.0,0
2019-01-01,510.0,510.0,510.0,510.0,510.0,0
2019-01-02,498.0,530.0,498.0,515.0,515.0,1198100
2019-01-03,515.0,525.0,505.0,525.0,525.0,1006200
2019-01-04,525.0,525.0,510.0,515.0,515.0,1254100
2019-01-07,515.0,565.0,498.0,540.0,540.0,4380600
2019-01-08,540.0,560.0,520.0,545.0,545.0,1933000
2019-01-09,545.0,545.0,525.0,530.0,530.0,904100
2019-01-10,530.0,560.0,525.0,535.0,535.0,2520600
2019-01-11,535.0,540.0,520.0,535.0,535.0,637200
2019-01-14,535.0,535.0,510.0,510.0,510.0,707800
2019-01-15,505.0,525.0,505.0,520.0,520.0,826500
2019-01-16,520.0,530.0,510.0,510.0,510.0,304500
2019-01-17,510.0,520.0,505.0,515.0,515.0,441800
2019-01-18,515.0,515.0,505.0,515.0,515.0,212100
2019-01-21,515.0,515.0,500.0,505.0,505.0,389000
2019-01-22,510.0,510.0,496.0,500.0,500.0,431400
2019-01-23,500.0,500.0,492.0,494.0,494.0,575800
2019-01-24,494.0,498.0,482.0,490.0,490.0,909400
2019-01-25,490.0,490.0,478.0,488.0,488.0,493700
2019-01-28,488.0,515.0,484.0,500.0,500.0,2666400
2019-01-29,500.0,510.0,490.0,500.0,500.0,951300
2019-01-30,505.0,505.0,496.0,496.0,496.0,445700
2019-01-31,496.0,500.0,492.0,498.0,498.0,358300
2019-02-01,498.0,498.0,484.0,494.0,494.0,372300
2019-02-04,494.0,498.0,488.0,496.0,496.0,542100
2019-02-05,496.0,496.0,496.0,496.0,496.0,0
2019-02-06,496.0,496.0,486.0,490.0,490.0,188000
2019-02-07,488.0,490.0,480.0,484.0,484.0,173800
2019-02-08,482.0,490.0,480.0,480.0,480.0,521600
2019-02-11,480.0,488.0,472.0,482.0,482.0,397500
2019-02-12,482.0,492.0,476.0,486.0,486.0,991400
2019-02-13,484.0,486.0,470.0,480.0,480.0,420700
2019-02-14,480.0,480.0,470.0,476.0,476.0,567500
2019-02-15,476.0,480.0,462.0,474.0,474.0,439600
2019-02-18,472.0,472.0,464.0,464.0,464.0,180000
2019-02-19,462.0,488.0,462.0,480.0,480.0,2797700
2019-02-20,480.0,484.0,476.0,482.0,482.0,744900
2019-02-21,482.0,486.0,476.0,486.0,486.0,527100
2019-02-22,486.0,496.0,484.0,496.0,496.0,1186100
2019-02-25,496.0,515.0,494.0,510.0,510.0,1653000
2019-02-26,510.0,515.0,505.0,510.0,510.0,253600
2019-02-27,500.0,510.0,500.0,505.0,505.0,233700
2019-02-28,500.0,500.0,488.0,496.0,496.0,230300
2019-03-01,496.0,500.0,496.0,496.0,496.0,308100
2019-03-04,492.0,494.0,488.0,490.0,490.0,57000
2019-03-05,488.0,555.0,488.0,520.0,520.0,5327800
2019-03-06,525.0,545.0,515.0,530.0,530.0,2002600
2019-03-07,530.0,530.0,530.0,530.0,530.0,0
2019-03-08,530.0,530.0,505.0,520.0,520.0,242700
2019-03-11,520.0,555.0,510.0,525.0,525.0,1311000
2019-03-12,530.0,530.0,510.0,520.0,520.0,190300
2019-03-13,515.0,520.0,500.0,515.0,515.0,218700
2019-03-14,515.0,515.0,498.0,500.0,500.0,68200
2019-03-15,510.0,510.0,498.0,505.0,505.0,4000
2019-03-18,500.0,505.0,492.0,492.0,492.0,154200
2019-03-19,492.0,505.0,488.0,498.0,498.0,868500
2019-03-20,500.0,505.0,496.0,500.0,500.0,137600
2019-03-21,505.0,505.0,494.0,494.0,494.0,270400
2019-03-22,500.0,500.0,500.0,500.0,500.0,50000
2019-03-25,500.0,500.0,494.0,500.0,500.0,51900
2019-03-26,500.0,500.0,490.0,500.0,500.0,30200
2019-03-27,500.0,500.0,500.0,500.0,500.0,0
2019-03-28,500.0,500.0,490.0,498.0,498.0,21500
2019-03-29,498.0,500.0,490.0,500.0,500.0,15300
2019-04-01,500.0,515.0,500.0,500.0,500.0,537300
2019-04-02,498.0,498.0,490.0,498.0,498.0,34400
2019-04-03,498.0,498.0,498.0,498.0,498.0,0
2019-04-04,498.0,498.0,490.0,496.0,496.0,114000
2019-04-05,496.0,496.0,490.0,490.0,490.0,4700
2019-04-08,496.0,496.0,490.0,494.0,494.0,51400
